Proxy exported
['http://images.cocodataset.org/train2017/000000033471.jpg', 'What are the colors of the bus in the image? [QA]', 'The bus in the image is white and red.<|endoftext|>']
trainable params: 83,886,080 || all params: 2,863,569,920 || trainable%: 2.9294231446599355
PEFT MODEL:83886080
PROJECTION MODEL:1968640
CLIP MODEL:0
PHI MODEL:83886080
RESNET MODEL:13117440
Loaded step2 checkpoint
Image: http://images.cocodataset.org/train2017/000000474759.jpg
Question: What is the theme of the cake in the image? [QA]
Answer:   The theme of the cake in the image is Angry Birds.<|endoftext|>
Model Predicted Ans:  theme of the cake in the image is a combination of animals and food, with a cake shaped like a giraffe and various food items, such as a cake, cupcakes, and a cake with a bird on top.
Iteration 0/100000, Loss: 3.257129669189453
{'step': 27, 'train_loss': 3.4644107818603516}
{'step': 28, 'train_loss': 3.3480520248413086}
{'step': 29, 'train_loss': 3.435452461242676}
{'step': 30, 'train_loss': 3.449894905090332}
{'step': 31, 'train_loss': 3.494438648223877}
{'step': 32, 'train_loss': 3.1623709201812744}
{'step': 33, 'train_loss': 3.1787219047546387}
{'step': 34, 'train_loss': 3.450368881225586}
{'step': 35, 'train_loss': 3.19883394241333}
{'step': 36, 'train_loss': 3.2863245010375977}
{'step': 37, 'train_loss': 3.242779493331909}
{'step': 38, 'train_loss': 3.343698501586914}
{'step': 39, 'train_loss': 3.441387176513672}
{'step': 40, 'train_loss': 3.436091899871826}
{'step': 41, 'train_loss': 3.4038009643554688}
{'step': 42, 'train_loss': 3.349872589111328}
{'step': 43, 'train_loss': 3.3714659214019775}
{'step': 44, 'train_loss': 3.556112289428711}
{'step': 45, 'train_loss': 3.231186628341675}
{'step': 46, 'train_loss': 3.5632705688476562}
{'step': 47, 'train_loss': 3.3487415313720703}
{'step': 48, 'train_loss': 3.342543125152588}
{'step': 49, 'train_loss': 3.480771064758301}
{'step': 50, 'train_loss': 3.301375389099121}
{'step': 51, 'train_loss': 3.1573691368103027}
{'step': 52, 'train_loss': 3.4080862998962402}
{'step': 53, 'train_loss': 3.5306880474090576}
{'step': 54, 'train_loss': 3.3018484115600586}
{'step': 55, 'train_loss': 3.374549627304077}
{'step': 56, 'train_loss': 3.2524359226226807}
{'step': 57, 'train_loss': 3.380049228668213}
{'step': 58, 'train_loss': 3.2605929374694824}
{'step': 59, 'train_loss': 3.2831807136535645}
{'step': 60, 'train_loss': 3.340214729309082}
{'step': 61, 'train_loss': 3.3323421478271484}
{'step': 62, 'train_loss': 3.3859403133392334}
{'step': 63, 'train_loss': 3.2687292098999023}
{'step': 64, 'train_loss': 3.4455952644348145}
{'step': 65, 'train_loss': 3.4158146381378174}
{'step': 66, 'train_loss': 3.4510648250579834}
{'step': 67, 'train_loss': 3.1804473400115967}
{'step': 68, 'train_loss': 3.3697638511657715}
{'step': 69, 'train_loss': 3.3189001083374023}
{'step': 70, 'train_loss': 3.4603664875030518}
{'step': 71, 'train_loss': 3.4377386569976807}
{'step': 72, 'train_loss': 3.3413443565368652}
{'step': 73, 'train_loss': 3.239992141723633}
{'step': 74, 'train_loss': 3.2417263984680176}
{'step': 75, 'train_loss': 3.420022487640381}
{'step': 76, 'train_loss': 3.3323447704315186}
{'step': 77, 'train_loss': 3.4334802627563477}
{'step': 78, 'train_loss': 3.471043586730957}
{'step': 79, 'train_loss': 3.3176369667053223}
{'step': 80, 'train_loss': 3.172074794769287}
{'step': 81, 'train_loss': 3.181123733520508}
{'step': 82, 'train_loss': 3.3217358589172363}
{'step': 83, 'train_loss': 3.2553038597106934}
{'step': 84, 'train_loss': 3.3568387031555176}
{'step': 85, 'train_loss': 3.5179877281188965}
{'step': 86, 'train_loss': 3.406686305999756}
{'step': 87, 'train_loss': 3.473349094390869}
{'step': 88, 'train_loss': 3.5111327171325684}
{'step': 89, 'train_loss': 3.286085367202759}
{'step': 90, 'train_loss': 3.4578468799591064}
{'step': 91, 'train_loss': 3.391721487045288}
{'step': 92, 'train_loss': 3.3844754695892334}
{'step': 93, 'train_loss': 3.4112753868103027}
{'step': 94, 'train_loss': 3.2833290100097656}
{'step': 95, 'train_loss': 3.3099241256713867}
{'step': 96, 'train_loss': 3.3533105850219727}
{'step': 97, 'train_loss': 3.525731086730957}
{'step': 98, 'train_loss': 3.341353416442871}
{'step': 99, 'train_loss': 3.5191006660461426}
Iteration 100/100000, Loss: 3.2654266357421875
Saving Checkpoint
{'step': 100, 'train_loss': 3.2654266357421875}
{'step': 101, 'train_loss': 3.1981053352355957}
{'step': 102, 'train_loss': 3.337286949157715}
{'step': 103, 'train_loss': 3.353726863861084}
{'step': 104, 'train_loss': 3.354342222213745}
{'step': 105, 'train_loss': 3.6546859741210938}
{'step': 106, 'train_loss': 3.3976097106933594}
{'step': 107, 'train_loss': 3.31581711769104}
{'step': 108, 'train_loss': 3.461149215698242}
{'step': 109, 'train_loss': 3.3872604370117188}
{'step': 110, 'train_loss': 3.4406986236572266}
{'step': 111, 'train_loss': 3.265082836151123}
{'step': 112, 'train_loss': 3.307168960571289}
{'step': 113, 'train_loss': 3.3547885417938232}
{'step': 114, 'train_loss': 3.2967748641967773}
{'step': 115, 'train_loss': 3.2474098205566406}
{'step': 116, 'train_loss': 3.555110216140747}
{'step': 117, 'train_loss': 3.3632216453552246}
{'step': 118, 'train_loss': 3.3616456985473633}
{'step': 119, 'train_loss': 3.3143393993377686}
{'step': 120, 'train_loss': 3.3559470176696777}
{'step': 121, 'train_loss': 3.3633980751037598}
{'step': 122, 'train_loss': 3.301295757293701}
{'step': 123, 'train_loss': 3.3470513820648193}
{'step': 124, 'train_loss': 3.3258471488952637}
{'step': 125, 'train_loss': 3.2915682792663574}
{'step': 126, 'train_loss': 3.3537564277648926}
{'step': 127, 'train_loss': 3.471153736114502}
{'step': 128, 'train_loss': 3.5469958782196045}
{'step': 129, 'train_loss': 3.185770034790039}
{'step': 130, 'train_loss': 3.335176706314087}
{'step': 131, 'train_loss': 3.49119234085083}
{'step': 132, 'train_loss': 3.325307607650757}
{'step': 133, 'train_loss': 3.4514122009277344}
{'step': 134, 'train_loss': 3.3646745681762695}
{'step': 135, 'train_loss': 3.4963607788085938}
{'step': 136, 'train_loss': 3.338780403137207}
{'step': 137, 'train_loss': 3.2852253913879395}
{'step': 138, 'train_loss': 3.3313424587249756}
{'step': 139, 'train_loss': 3.3058393001556396}
{'step': 140, 'train_loss': 3.514174461364746}
{'step': 141, 'train_loss': 3.0605392456054688}
{'step': 142, 'train_loss': 3.472317695617676}
{'step': 143, 'train_loss': 3.392534017562866}
{'step': 144, 'train_loss': 3.2616324424743652}
{'step': 145, 'train_loss': 3.395475387573242}
{'step': 146, 'train_loss': 3.3100295066833496}
{'step': 147, 'train_loss': 3.5061731338500977}
{'step': 148, 'train_loss': 3.3038382530212402}
{'step': 149, 'train_loss': 3.481581449508667}
{'step': 150, 'train_loss': 3.2257497310638428}
{'step': 151, 'train_loss': 3.3774547576904297}
{'step': 152, 'train_loss': 3.3828089237213135}
{'step': 153, 'train_loss': 3.465181827545166}
{'step': 154, 'train_loss': 3.324552536010742}
{'step': 155, 'train_loss': 3.349022388458252}
{'step': 156, 'train_loss': 3.4877665042877197}
{'step': 157, 'train_loss': 3.3376681804656982}
{'step': 158, 'train_loss': 3.2361602783203125}
{'step': 159, 'train_loss': 3.4114413261413574}
{'step': 160, 'train_loss': 3.2868354320526123}
{'step': 161, 'train_loss': 3.215162754058838}
{'step': 162, 'train_loss': 3.396470308303833}
{'step': 163, 'train_loss': 3.3386740684509277}
{'step': 164, 'train_loss': 3.253538131713867}
{'step': 165, 'train_loss': 3.527247428894043}
{'step': 166, 'train_loss': 3.328474283218384}
{'step': 167, 'train_loss': 3.296105146408081}
{'step': 168, 'train_loss': 3.2770943641662598}
{'step': 169, 'train_loss': 3.406724214553833}
{'step': 170, 'train_loss': 3.444672107696533}
{'step': 171, 'train_loss': 3.3094959259033203}
{'step': 172, 'train_loss': 3.4025378227233887}
{'step': 173, 'train_loss': 3.3655357360839844}
{'step': 174, 'train_loss': 3.2903409004211426}
{'step': 175, 'train_loss': 3.237788200378418}
{'step': 176, 'train_loss': 3.327171802520752}
{'step': 177, 'train_loss': 3.263059139251709}
{'step': 178, 'train_loss': 3.24886417388916}
{'step': 179, 'train_loss': 3.24849796295166}
{'step': 180, 'train_loss': 3.4367427825927734}
{'step': 181, 'train_loss': 3.6392221450805664}
{'step': 182, 'train_loss': 3.4514451026916504}
{'step': 183, 'train_loss': 3.2882080078125}
{'step': 184, 'train_loss': 3.3839991092681885}
{'step': 185, 'train_loss': 3.2636351585388184}
{'step': 186, 'train_loss': 3.5488638877868652}
{'step': 187, 'train_loss': 3.2152280807495117}
{'step': 188, 'train_loss': 3.312256336212158}
{'step': 189, 'train_loss': 3.292046546936035}
{'step': 190, 'train_loss': 3.2616608142852783}
{'step': 191, 'train_loss': 3.3802449703216553}
{'step': 192, 'train_loss': 3.4088008403778076}
{'step': 193, 'train_loss': 3.4181506633758545}
{'step': 194, 'train_loss': 3.255913257598877}
{'step': 195, 'train_loss': 3.2819290161132812}
{'step': 196, 'train_loss': 3.232469081878662}
{'step': 197, 'train_loss': 3.4051687717437744}
{'step': 198, 'train_loss': 3.3801093101501465}
{'step': 199, 'train_loss': 3.2303149700164795}
Iteration 200/100000, Loss: 3.402470350265503
Saving Checkpoint
{'step': 200, 'train_loss': 3.402470350265503}
{'step': 201, 'train_loss': 3.462836265563965}
{'step': 202, 'train_loss': 3.2689054012298584}
{'step': 203, 'train_loss': 3.3619465827941895}
{'step': 204, 'train_loss': 3.2767386436462402}
{'step': 205, 'train_loss': 3.290181875228882}
{'step': 206, 'train_loss': 3.4206573963165283}
{'step': 207, 'train_loss': 3.4697070121765137}
{'step': 208, 'train_loss': 3.3878581523895264}
{'step': 209, 'train_loss': 3.2225217819213867}
{'step': 210, 'train_loss': 3.3919808864593506}
{'step': 211, 'train_loss': 3.1786880493164062}
{'step': 212, 'train_loss': 3.4374074935913086}
{'step': 213, 'train_loss': 3.217116117477417}
{'step': 214, 'train_loss': 3.457479953765869}
{'step': 215, 'train_loss': 3.3313026428222656}
{'step': 216, 'train_loss': 3.4909684658050537}
{'step': 217, 'train_loss': 3.414118766784668}
{'step': 218, 'train_loss': 3.3506269454956055}
{'step': 219, 'train_loss': 3.3964991569519043}
{'step': 220, 'train_loss': 3.305753707885742}
{'step': 221, 'train_loss': 3.3446831703186035}
{'step': 222, 'train_loss': 3.4425978660583496}
{'step': 223, 'train_loss': 3.4870481491088867}
{'step': 224, 'train_loss': 3.5248794555664062}
{'step': 225, 'train_loss': 3.532787799835205}
{'step': 226, 'train_loss': 3.375316619873047}
{'step': 227, 'train_loss': 3.3530516624450684}
{'step': 228, 'train_loss': 3.3882970809936523}
{'step': 229, 'train_loss': 3.2814645767211914}
{'step': 230, 'train_loss': 3.4280171394348145}
{'step': 231, 'train_loss': 3.46403169631958}
{'step': 232, 'train_loss': 3.328573226928711}
{'step': 233, 'train_loss': 3.4108564853668213}
{'step': 234, 'train_loss': 3.4072680473327637}
{'step': 235, 'train_loss': 3.411227226257324}
{'step': 236, 'train_loss': 3.336667060852051}
{'step': 237, 'train_loss': 3.376000165939331}
{'step': 238, 'train_loss': 3.1339027881622314}
{'step': 239, 'train_loss': 3.382963180541992}
{'step': 240, 'train_loss': 3.368539333343506}
{'step': 241, 'train_loss': 3.2794551849365234}
{'step': 242, 'train_loss': 3.3626019954681396}
{'step': 243, 'train_loss': 3.3657209873199463}
{'step': 244, 'train_loss': 3.380035161972046}
{'step': 245, 'train_loss': 3.3014698028564453}
{'step': 246, 'train_loss': 3.2513647079467773}
{'step': 247, 'train_loss': 3.405059337615967}
{'step': 248, 'train_loss': 3.2818641662597656}
{'step': 249, 'train_loss': 3.5385565757751465}
{'step': 250, 'train_loss': 3.3789825439453125}
{'step': 251, 'train_loss': 3.4646706581115723}
{'step': 252, 'train_loss': 3.3637242317199707}
{'step': 253, 'train_loss': 3.264695167541504}
{'step': 254, 'train_loss': 3.4110755920410156}
{'step': 255, 'train_loss': 3.33447265625}
{'step': 256, 'train_loss': 3.3256125450134277}
{'step': 257, 'train_loss': 3.4940574169158936}
{'step': 258, 'train_loss': 3.3607327938079834}
{'step': 259, 'train_loss': 3.3041839599609375}
{'step': 260, 'train_loss': 3.226858377456665}
{'step': 261, 'train_loss': 3.357090473175049}
{'step': 262, 'train_loss': 3.2814419269561768}
{'step': 263, 'train_loss': 3.332400321960449}
{'step': 264, 'train_loss': 3.410085678100586}
{'step': 265, 'train_loss': 3.336221933364868}
{'step': 266, 'train_loss': 3.2794809341430664}
{'step': 267, 'train_loss': 3.3266780376434326}
{'step': 268, 'train_loss': 3.4262704849243164}
{'step': 269, 'train_loss': 3.3383326530456543}
{'step': 270, 'train_loss': 3.2785611152648926}
{'step': 271, 'train_loss': 3.362748622894287}
{'step': 272, 'train_loss': 3.376288414001465}
{'step': 273, 'train_loss': 3.4995310306549072}
{'step': 274, 'train_loss': 3.3494348526000977}
{'step': 275, 'train_loss': 3.2357964515686035}
{'step': 276, 'train_loss': 3.2767834663391113}
{'step': 277, 'train_loss': 3.4577770233154297}
{'step': 278, 'train_loss': 3.4148354530334473}
{'step': 279, 'train_loss': 3.354158878326416}
{'step': 280, 'train_loss': 3.4173521995544434}
{'step': 281, 'train_loss': 3.307634115219116}
{'step': 282, 'train_loss': 3.173017978668213}
{'step': 283, 'train_loss': 3.3937761783599854}
{'step': 284, 'train_loss': 3.3113698959350586}
{'step': 285, 'train_loss': 3.4046497344970703}
{'step': 286, 'train_loss': 3.288403034210205}
{'step': 287, 'train_loss': 3.2595248222351074}
{'step': 288, 'train_loss': 3.2100956439971924}
{'step': 289, 'train_loss': 3.3569934368133545}
{'step': 290, 'train_loss': 3.339609146118164}
{'step': 291, 'train_loss': 3.4284276962280273}
{'step': 292, 'train_loss': 3.2788920402526855}
{'step': 293, 'train_loss': 3.3046751022338867}
{'step': 294, 'train_loss': 3.3601877689361572}
{'step': 295, 'train_loss': 3.484379768371582}
{'step': 296, 'train_loss': 3.296593189239502}
{'step': 297, 'train_loss': 3.242232322692871}
{'step': 298, 'train_loss': 3.0848937034606934}
{'step': 299, 'train_loss': 3.5239343643188477}
Iteration 300/100000, Loss: 3.470358371734619
Saving Checkpoint
{'step': 300, 'train_loss': 3.470358371734619}
{'step': 301, 'train_loss': 3.338207721710205}
{'step': 302, 'train_loss': 3.369915723800659}
{'step': 303, 'train_loss': 3.317615509033203}
{'step': 304, 'train_loss': 3.251185178756714}
{'step': 305, 'train_loss': 3.416759967803955}
{'step': 306, 'train_loss': 3.3916749954223633}
{'step': 307, 'train_loss': 3.230783462524414}
{'step': 308, 'train_loss': 3.312747001647949}
{'step': 309, 'train_loss': 3.312666416168213}
{'step': 310, 'train_loss': 3.437913417816162}
{'step': 311, 'train_loss': 3.2321271896362305}
{'step': 312, 'train_loss': 3.2394747734069824}
{'step': 313, 'train_loss': 3.5038251876831055}
{'step': 314, 'train_loss': 3.568481922149658}
{'step': 315, 'train_loss': 3.2506468296051025}
{'step': 316, 'train_loss': 3.515674591064453}
{'step': 317, 'train_loss': 3.417599678039551}
{'step': 318, 'train_loss': 3.3683924674987793}
{'step': 319, 'train_loss': 3.393815517425537}
{'step': 320, 'train_loss': 3.3880395889282227}
{'step': 321, 'train_loss': 3.346787929534912}
{'step': 322, 'train_loss': 3.3580660820007324}
{'step': 323, 'train_loss': 3.3584036827087402}
{'step': 324, 'train_loss': 3.3494558334350586}
{'step': 325, 'train_loss': 3.508239269256592}
{'step': 326, 'train_loss': 3.4623470306396484}
{'step': 327, 'train_loss': 3.4891421794891357}
{'step': 328, 'train_loss': 3.5065746307373047}
{'step': 329, 'train_loss': 3.41461443901062}
{'step': 330, 'train_loss': 3.358592987060547}
{'step': 331, 'train_loss': 3.2869672775268555}
{'step': 332, 'train_loss': 3.3096415996551514}
{'step': 333, 'train_loss': 3.3554937839508057}
{'step': 334, 'train_loss': 3.267721652984619}
{'step': 335, 'train_loss': 3.3521535396575928}
{'step': 336, 'train_loss': 3.315640926361084}
{'step': 337, 'train_loss': 3.4827194213867188}
{'step': 338, 'train_loss': 3.3474884033203125}
{'step': 339, 'train_loss': 3.5541739463806152}
{'step': 340, 'train_loss': 3.285299777984619}
{'step': 341, 'train_loss': 3.370216131210327}
{'step': 342, 'train_loss': 3.136455535888672}
{'step': 343, 'train_loss': 3.3394622802734375}
{'step': 344, 'train_loss': 3.4934356212615967}
{'step': 345, 'train_loss': 3.283548355102539}
{'step': 346, 'train_loss': 3.131854772567749}
{'step': 347, 'train_loss': 3.1220407485961914}
{'step': 348, 'train_loss': 3.274186134338379}
{'step': 349, 'train_loss': 3.40887713432312}
{'step': 350, 'train_loss': 3.423375368118286}
{'step': 351, 'train_loss': 3.3463003635406494}
{'step': 352, 'train_loss': 3.4355573654174805}
{'step': 353, 'train_loss': 3.279222011566162}
{'step': 354, 'train_loss': 3.286468744277954}
{'step': 355, 'train_loss': 3.269862651824951}
{'step': 356, 'train_loss': 3.296426296234131}
{'step': 357, 'train_loss': 3.4447855949401855}
{'step': 358, 'train_loss': 3.4495034217834473}
{'step': 359, 'train_loss': 3.440554618835449}
{'step': 360, 'train_loss': 3.3199217319488525}
{'step': 361, 'train_loss': 3.258664131164551}
{'step': 362, 'train_loss': 3.247864007949829}
{'step': 363, 'train_loss': 3.357266426086426}
{'step': 364, 'train_loss': 3.345921277999878}
{'step': 365, 'train_loss': 3.3553929328918457}
{'step': 366, 'train_loss': 3.3418354988098145}
{'step': 367, 'train_loss': 3.329195499420166}
{'step': 368, 'train_loss': 3.493238925933838}
{'step': 369, 'train_loss': 3.4268784523010254}
{'step': 370, 'train_loss': 3.3103296756744385}
{'step': 371, 'train_loss': 3.3283915519714355}
{'step': 372, 'train_loss': 3.371333599090576}
{'step': 373, 'train_loss': 3.3959105014801025}
{'step': 374, 'train_loss': 3.35850191116333}
{'step': 375, 'train_loss': 3.557342052459717}
{'step': 376, 'train_loss': 3.3324122428894043}
{'step': 377, 'train_loss': 3.271744728088379}
{'step': 378, 'train_loss': 3.347351551055908}
{'step': 379, 'train_loss': 3.2766594886779785}
{'step': 380, 'train_loss': 3.2455945014953613}
{'step': 381, 'train_loss': 3.4131979942321777}
{'step': 382, 'train_loss': 3.399000883102417}
{'step': 383, 'train_loss': 3.3453502655029297}
{'step': 384, 'train_loss': 3.1697583198547363}
{'step': 385, 'train_loss': 3.319469451904297}
{'step': 386, 'train_loss': 3.3658480644226074}
{'step': 387, 'train_loss': 3.1990115642547607}
{'step': 388, 'train_loss': 3.238987922668457}
{'step': 389, 'train_loss': 3.2795939445495605}
{'step': 390, 'train_loss': 3.3867149353027344}
{'step': 391, 'train_loss': 3.436465263366699}
{'step': 392, 'train_loss': 3.2437896728515625}
{'step': 393, 'train_loss': 3.259556770324707}
{'step': 394, 'train_loss': 3.316880226135254}
{'step': 395, 'train_loss': 3.221737861633301}
{'step': 396, 'train_loss': 3.338226795196533}
{'step': 397, 'train_loss': 3.3487343788146973}
{'step': 398, 'train_loss': 3.30814790725708}
{'step': 399, 'train_loss': 3.3060708045959473}
Iteration 400/100000, Loss: 3.2887368202209473
Saving Checkpoint
{'step': 400, 'train_loss': 3.2887368202209473}
{'step': 401, 'train_loss': 3.2950758934020996}
{'step': 402, 'train_loss': 3.5299105644226074}
{'step': 403, 'train_loss': 3.341826915740967}
{'step': 404, 'train_loss': 3.1688177585601807}
{'step': 405, 'train_loss': 3.5534234046936035}
{'step': 406, 'train_loss': 3.3844399452209473}
{'step': 407, 'train_loss': 3.3639848232269287}
{'step': 408, 'train_loss': 3.432889461517334}
{'step': 409, 'train_loss': 3.3879408836364746}
{'step': 410, 'train_loss': 3.3215560913085938}
{'step': 411, 'train_loss': 3.451239824295044}
{'step': 412, 'train_loss': 3.377840757369995}
{'step': 413, 'train_loss': 3.425253391265869}
{'step': 414, 'train_loss': 3.330763816833496}
{'step': 415, 'train_loss': 3.2557568550109863}
{'step': 416, 'train_loss': 3.451723098754883}
{'step': 417, 'train_loss': 3.2065043449401855}
{'step': 418, 'train_loss': 3.391404390335083}
{'step': 419, 'train_loss': 3.463484287261963}
{'step': 420, 'train_loss': 3.547215700149536}
{'step': 421, 'train_loss': 3.266868829727173}
{'step': 422, 'train_loss': 3.3300890922546387}
{'step': 423, 'train_loss': 3.278721332550049}
{'step': 424, 'train_loss': 3.333498954772949}
{'step': 425, 'train_loss': 3.415741443634033}
{'step': 426, 'train_loss': 3.2106680870056152}
{'step': 427, 'train_loss': 3.2386255264282227}
{'step': 428, 'train_loss': 3.364654541015625}
{'step': 429, 'train_loss': 3.346968173980713}
{'step': 430, 'train_loss': 3.415727138519287}
{'step': 431, 'train_loss': 3.3434865474700928}
{'step': 432, 'train_loss': 3.153353214263916}
{'step': 433, 'train_loss': 3.385615825653076}
{'step': 434, 'train_loss': 3.4854838848114014}
{'step': 435, 'train_loss': 3.235170364379883}
{'step': 436, 'train_loss': 3.230262041091919}
{'step': 437, 'train_loss': 3.2950687408447266}
{'step': 438, 'train_loss': 3.515502452850342}
{'step': 439, 'train_loss': 3.143246650695801}
{'step': 440, 'train_loss': 3.4177730083465576}
{'step': 441, 'train_loss': 3.505380153656006}
{'step': 442, 'train_loss': 3.408029317855835}
{'step': 443, 'train_loss': 3.2873268127441406}
{'step': 444, 'train_loss': 3.3665080070495605}
{'step': 445, 'train_loss': 3.5387978553771973}
{'step': 446, 'train_loss': 3.17012095451355}
{'step': 447, 'train_loss': 3.2845396995544434}
{'step': 448, 'train_loss': 3.3012681007385254}
{'step': 449, 'train_loss': 3.4355568885803223}
{'step': 450, 'train_loss': 3.3269271850585938}
{'step': 451, 'train_loss': 3.4448652267456055}
{'step': 452, 'train_loss': 3.442750930786133}
{'step': 453, 'train_loss': 3.27201509475708}
{'step': 454, 'train_loss': 3.683615207672119}
{'step': 455, 'train_loss': 3.3367996215820312}
{'step': 456, 'train_loss': 3.236877202987671}
{'step': 457, 'train_loss': 3.2604360580444336}
{'step': 458, 'train_loss': 3.237823963165283}
{'step': 459, 'train_loss': 3.3549001216888428}
{'step': 460, 'train_loss': 3.261664628982544}
{'step': 461, 'train_loss': 3.3292245864868164}
{'step': 462, 'train_loss': 3.272311210632324}
{'step': 463, 'train_loss': 3.423583507537842}
{'step': 464, 'train_loss': 3.373048782348633}
{'step': 465, 'train_loss': 3.3395652770996094}
{'step': 466, 'train_loss': 3.2125325202941895}
{'step': 467, 'train_loss': 3.4827394485473633}
{'step': 468, 'train_loss': 3.3545360565185547}
{'step': 469, 'train_loss': 3.450162410736084}
{'step': 470, 'train_loss': 3.4319255352020264}
{'step': 471, 'train_loss': 3.4535751342773438}
{'step': 472, 'train_loss': 3.4835848808288574}
{'step': 473, 'train_loss': 3.299896717071533}
{'step': 474, 'train_loss': 3.2279484272003174}
{'step': 475, 'train_loss': 3.347947359085083}
{'step': 476, 'train_loss': 3.472245216369629}
{'step': 477, 'train_loss': 3.436145782470703}
{'step': 478, 'train_loss': 3.315065860748291}
{'step': 479, 'train_loss': 3.184133529663086}
{'step': 480, 'train_loss': 3.308804988861084}
{'step': 481, 'train_loss': 3.2495477199554443}
{'step': 482, 'train_loss': 3.3854103088378906}
{'step': 483, 'train_loss': 3.3682432174682617}
{'step': 484, 'train_loss': 3.476900339126587}
{'step': 485, 'train_loss': 3.300255298614502}
{'step': 486, 'train_loss': 3.528371572494507}
{'step': 487, 'train_loss': 3.3479185104370117}
{'step': 488, 'train_loss': 3.284635066986084}
{'step': 489, 'train_loss': 3.2520976066589355}
{'step': 490, 'train_loss': 3.202317714691162}
{'step': 491, 'train_loss': 3.3012123107910156}
{'step': 492, 'train_loss': 3.329178810119629}
{'step': 493, 'train_loss': 3.3561863899230957}
{'step': 494, 'train_loss': 3.2859323024749756}
{'step': 495, 'train_loss': 3.4535043239593506}
{'step': 496, 'train_loss': 3.3381426334381104}
{'step': 497, 'train_loss': 3.3500733375549316}
{'step': 498, 'train_loss': 3.327863931655884}
{'step': 499, 'train_loss': 3.5261292457580566}
Iteration 500/100000, Loss: 3.3615846633911133
Saving Checkpoint
{'step': 500, 'train_loss': 3.3615846633911133}
{'step': 501, 'train_loss': 3.295438766479492}
{'step': 502, 'train_loss': 3.1674468517303467}
{'step': 503, 'train_loss': 3.4510996341705322}
{'step': 504, 'train_loss': 3.50221586227417}
{'step': 505, 'train_loss': 3.2808265686035156}
{'step': 506, 'train_loss': 3.1974494457244873}
{'step': 507, 'train_loss': 3.2798991203308105}
{'step': 508, 'train_loss': 3.3959133625030518}
{'step': 509, 'train_loss': 3.4916024208068848}
{'step': 510, 'train_loss': 3.4454240798950195}
{'step': 511, 'train_loss': 3.1613008975982666}
{'step': 512, 'train_loss': 3.3808670043945312}
{'step': 513, 'train_loss': 3.29187273979187}
{'step': 514, 'train_loss': 3.3996224403381348}
{'step': 515, 'train_loss': 3.2861385345458984}
{'step': 516, 'train_loss': 3.2997467517852783}
{'step': 517, 'train_loss': 3.2985928058624268}
{'step': 518, 'train_loss': 3.4789657592773438}
{'step': 519, 'train_loss': 3.2900443077087402}
{'step': 520, 'train_loss': 3.4723784923553467}
{'step': 521, 'train_loss': 3.644693374633789}
{'step': 522, 'train_loss': 3.493699073791504}
{'step': 523, 'train_loss': 3.4479293823242188}
{'step': 524, 'train_loss': 3.2995736598968506}
{'step': 525, 'train_loss': 3.280627489089966}
{'step': 526, 'train_loss': 3.4397661685943604}
